Date,avg_Temperature,GARCH_Temperature,Wiener_Temperature
2023-02-11,1.2605586,1.5799660494431356,1.525603315049071
2023-02-12,1.482002,0.5383107194785067,0.16979800684288926
2023-02-13,1.7037026,5.445268726975929,5.390738705837451
2023-02-14,1.9251399,3.527555847774612,2.421433435210991
2023-02-15,2.1456316,3.770334049546324,3.1682224863737654
2023-02-16,2.3643246,2.8127239337415455,1.2353348935332522
2023-02-17,2.58024,2.984452052793546,3.3115973078412093
2023-02-18,2.7923715,2.0615832145034436,1.5372833143019733
2023-02-19,2.999819,4.1654842689868214,3.1493077465153347
2023-02-20,3.201912,1.5446649590037376,4.262219551832034
2023-02-21,3.3983197,0.32523180008703223,-0.5787051106193064
2023-02-22,3.5890925,1.0813283624454595,4.081158367276686
2023-02-23,3.7746584,3.3901027569208937,4.006688510795642
2023-02-24,3.9557672,2.543872880931782,4.903088746032342
2023-02-25,4.133388,2.8062169714601053,4.615239000668072
2023-02-26,4.308598,4.93636578426709,5.236877050799897
2023-02-27,4.4824686,3.8230344361044772,5.08690309624178
2023-02-28,4.6559677,1.8540059972890615,0.48018519066691745
2023-03-01,4.829879,3.86364632811258,8.420201514416346
2023-03-02,5.004733,6.024000294857371,5.060020995620773
2023-03-03,5.180776,6.815548567907616,6.650027611705674
2023-03-04,5.35796,5.6134300120204905,6.1425397176804495
2023-03-05,5.5359855,4.679178266999082,6.318291813416209
2023-03-06,5.714358,3.3424297126078835,5.653090938881742
2023-03-07,5.892472,4.901251443834091,2.7946648008303865
2023-03-08,6.0696893,5.215820899575281,5.225646863943036
2023-03-09,6.2454133,5.847588716665324,8.743053572268366
2023-03-10,6.419153,5.621627453985512,5.364510794535832
2023-03-11,6.590581,5.788020997177098,6.815146957187029
2023-03-12,6.7595897,7.085707900319171,3.8824061875091
2023-03-13,6.926305,5.400739955680181,8.137454652764886
2023-03-14,7.091062,6.049812437161008,5.967700619051713
2023-03-15,7.2543545,8.830486141383211,8.080765061954645
2023-03-16,7.4167614,5.230479499977463,7.062607473163878
2023-03-17,7.5788736,9.828762263587965,4.95710671556266
2023-03-18,7.7412314,7.922162352507099,8.488967598388598
2023-03-19,7.9042926,11.771185602265584,6.7475814990527905
2023-03-20,8.0684395,9.167857075892814,7.298607079224228
2023-03-21,8.234011,8.291958811981912,9.897141990750953
2023-03-22,8.401331,7.895535592791403,10.385500435813345
2023-03-23,8.570727,10.124668120886641,8.646584644594526
2023-03-24,8.7425165,9.13061015208957,8.799469576180652
2023-03-25,8.916979,10.845069876460899,8.688548843433551
2023-03-26,9.094328,10.146303280256214,12.197203812193134
2023-03-27,9.274673,10.896626683581559,9.956491305562258
2023-03-28,9.458002,9.132317784272608,7.5135219253174474
2023-03-29,9.644166,9.736197855180185,9.955890016685014
2023-03-30,9.8329,7.986924329690386,10.529181235283588
2023-03-31,10.023842,10.061316634178821,9.778587767288391
2023-04-01,10.216562,10.014553651058272,9.717952979846487
2023-04-02,10.410595,11.579069840797475,10.338955452618269
2023-04-03,10.605495,8.850731407740057,10.886736606294885
2023-04-04,10.800879,10.125022625917921,7.268995448417117
2023-04-05,10.996449,12.758945817538116,10.710386647982384
2023-04-06,11.192058,12.152577073813447,10.116058579750026
2023-04-07,11.3877125,11.59571522175374,12.118319453793056
2023-04-08,11.583586,9.889628522249716,13.944732033514773
2023-04-09,11.779998,9.234906140197529,10.011134475332378
2023-04-10,11.977349,12.311022781604693,12.908457401312102
2023-04-11,12.176036,12.024496011928813,12.51709567286871
2023-04-12,12.376328,12.294252481106263,12.195245490964735
2023-04-13,12.57832,12.805303708737725,14.336700514668168
2023-04-14,12.781907,13.851274815472118,12.988783952477977
2023-04-15,12.986827,12.308733033110316,9.576571562874397
2023-04-16,13.192712,13.10937996738745,14.411066085257197
2023-04-17,13.399155,13.619233613430804,14.019088255643751
2023-04-18,13.605772,11.380242551442862,13.7731390953399
2023-04-19,13.812235,12.765823876611428,16.33048905367989
2023-04-20,14.018295,14.132023129145887,15.483355486230549
2023-04-21,14.22379,15.70120264503225,14.199636420187906
2023-04-22,14.428635,16.41703024518039,14.612406507141468
2023-04-23,14.632812,15.848248378504737,14.753108639271762
2023-04-24,14.8363495,14.51365480566167,14.695773477570537
2023-04-25,15.039327,13.86257325491638,14.395199839794417
2023-04-26,15.241842,15.489734883177308,14.950412832190128
2023-04-27,15.443991,17.830305800702515,14.40228354027863
2023-04-28,15.64583,15.44615922662113,14.121802143930012
2023-04-29,15.84735,14.789015863236822,16.432587797135326
2023-04-30,16.04846,14.821071452994842,14.851776569268836
2023-05-01,16.248991,17.100018110381473,12.279045433419908
2023-05-02,16.448729,16.351816471948997,17.358068120468804
2023-05-03,16.647451,15.883593947197374,16.954374426339232
2023-05-04,16.844975,16.57866161252823,17.404796566617083
2023-05-05,17.041183,16.159158204840246,18.022060491898838
2023-05-06,17.236105,17.72489781421224,17.465323117528484
2023-05-07,17.429897,16.87059442172751,19.535067846873627
2023-05-08,17.622885,14.680553921588432,18.562733156967532
2023-05-09,17.815521,17.948257739936643,16.00411882391599
2023-05-10,18.00838,17.013524072590048,19.12425246670583
2023-05-11,18.202091,19.72784400244617,17.801785587129697
2023-05-12,18.397268,17.770200873413508,18.032992938835825
2023-05-13,18.594423,18.665489338496563,19.838724092282046
2023-05-14,18.793922,18.51552113613568,19.08013995927852
2023-05-15,18.995922,18.652003952778927,18.48162239691584
2023-05-16,19.200327,19.619320124892422,21.021635552572622
2023-05-17,19.406755,17.178332292382347,18.5646709152511
2023-05-18,19.61458,19.654019061233132,21.139052197638208
2023-05-19,19.822924,22.46587582628516,19.1063043208602
2023-05-20,20.030725,19.20655581057284,18.64334066493071
2023-05-21,20.23681,20.363828988201842,22.340370752582366
2023-05-22,20.43994,20.707851621678593,21.199192584970184
2023-05-23,20.638887,20.747890529660538,20.39314416402066
2023-05-24,20.832445,19.90426633930354,20.994799954800705
2023-05-25,21.019497,23.964020031667875,20.38789939930706
2023-05-26,21.199026,21.32060283263798,21.257806209188413
2023-05-27,21.370169,22.575210804452816,21.34587105327184
2023-05-28,21.532257,21.418904184636823,21.413090964764166
2023-05-29,21.68483,23.73271697872988,22.692175994657415
2023-05-30,21.827656,22.043916418405573,22.110181940656272
2023-05-31,21.960775,22.81055724847361,22.185842712862126
2023-06-01,22.084444,19.63823617091947,21.141892433029586
2023-06-02,22.19917,21.947758203578637,22.763893760999654
2023-06-03,22.305643,21.023055344620282,22.15446015663139
2023-06-04,22.404722,21.37524826972389,23.04761623262165
2023-06-05,22.497402,21.637781194215666,22.780701998134933
2023-06-06,22.584778,21.387733382850225,21.208298839724335
2023-06-07,22.667995,22.375445413645824,21.232800360422303
2023-06-08,22.74821,22.83782628463531,22.31868851596923
2023-06-09,22.82649,23.459025440618024,23.13339746550947
2023-06-10,22.90374,22.336838537223453,21.279380877021076
2023-06-11,22.980635,21.48812610823764,22.08123929562264
2023-06-12,23.057606,23.18428560157503,23.057707421111623
2023-06-13,23.13485,25.52219852189768,23.79111145099892
2023-06-14,23.212383,22.358136895910366,23.574564217457947
2023-06-15,23.290102,20.04843855167497,25.332461660144237
2023-06-16,23.367847,22.47080471427764,21.858168326389077
2023-06-17,23.44549,23.333950317129162,23.21476107200903
2023-06-18,23.522936,24.343595479296543,22.900509856412633
2023-06-19,23.60017,21.61579358165482,24.098935433574333
2023-06-20,23.677229,22.64251839888759,21.10438487726143
2023-06-21,23.754183,23.33163667119446,23.47847215215252
2023-06-22,23.831127,23.788392879426294,24.203458163631034
2023-06-23,23.90816,24.30097232323016,23.862274056139782
2023-06-24,23.985384,26.82016521946327,23.897170690773045
2023-06-25,24.062933,21.385493630503394,22.480973401591495
2023-06-26,24.140947,25.730167763980383,24.613597716129163
2023-06-27,24.219597,23.863417508012407,25.504594044190014
2023-06-28,24.299093,22.512716306114786,26.103978274149945
2023-06-29,24.379713,25.17963549344175,24.14273133027907
2023-06-30,24.46179,24.14135342777343,25.37431349323394
2023-07-01,24.54581,23.86610379057713,23.740595959522793
2023-07-02,24.632387,23.11022410169153,24.30097995287312
2023-07-03,24.722363,26.31939938163034,25.00775870420862
2023-07-04,24.816803,22.95414508018232,25.214016582792695
2023-07-05,24.916962,27.155775576166356,25.804548749879455
2023-07-06,25.024076,24.123287877605254,24.363185616848785
2023-07-07,25.139002,24.821174358430856,25.94125343441818
2023-07-08,25.261402,24.004853728050744,24.971504253372682
2023-07-09,25.38898,24.241159800789266,24.458346696757506
2023-07-10,25.51709,28.160617044807612,27.270227806981836
2023-07-11,25.639624,25.722460165465545,24.159556470289402
2023-07-12,25.75109,26.587023973199553,25.52665031543318
2023-07-13,25.848307,26.11707194605982,25.81736463827009
2023-07-14,25.93067,23.84505868725702,26.14043311228263
2023-07-15,25.999172,25.49478794653211,26.042172116569557
2023-07-16,26.05549,24.206880726507016,25.259709550615575
2023-07-17,26.101389,25.707476558918398,26.224329249251372
2023-07-18,26.138514,25.810672742058493,26.571116985209038
2023-07-19,26.168322,26.243378341424634,26.32265836803918
2023-07-20,26.192083,28.66511875366144,26.909234970186265
2023-07-21,26.210878,28.637462834886144,26.097723980619154
2023-07-22,26.225649,23.788685948651434,26.046145169071185
2023-07-23,26.237179,25.37723340479068,25.699957856549037
2023-07-24,26.246145,25.890243136744957,25.65859990501122
2023-07-25,26.253098,27.488413771473954,25.68675355623493
2023-07-26,26.258467,27.610175812137104,26.634315565054486
2023-07-27,26.26261,25.39754021973577,26.542126335839907
2023-07-28,26.265785,26.274173575692505,24.90349422681598
2023-07-29,26.268194,26.936755681941644,26.664719243936638
2023-07-30,26.269985,28.56673298463218,26.678017594517307
2023-07-31,26.271261,26.959767272562317,27.814687512184367
2023-08-01,26.272081,26.840511758919767,25.847567072248076
2023-08-02,26.272484,24.934201856564812,26.121048346002638
2023-08-03,26.272478,27.132576855017543,26.14169464601901
2023-08-04,26.272047,25.60614541896262,27.061669291295857
2023-08-05,26.271143,25.69987694669003,26.47683413818278
2023-08-06,26.269682,25.97883298383647,25.280308579929947
2023-08-07,26.267544,26.05828343611778,26.317872981708017
2023-08-08,26.26455,25.703253372847097,25.72130629275621
2023-08-09,26.260456,24.989501454367023,26.211005191978714
2023-08-10,26.254932,26.36337982582592,26.230915387048984
2023-08-11,26.247543,27.065546395945866,26.608904064195812
2023-08-12,26.237705,28.047945625077354,25.153750107663043
2023-08-13,26.22467,28.336809096722813,25.210364492729013
2023-08-14,26.207447,24.589647149796708,25.329757333299526
2023-08-15,26.18476,26.317720948894785,26.00127979113742
2023-08-16,26.154964,25.648032545770533,25.819486177070143
2023-08-17,26.115982,25.46164006995182,27.13249370785074
2023-08-18,26.065193,25.36837785032004,24.655584140958116
2023-08-19,25.999376,26.104248281540418,25.877688156958044
2023-08-20,25.914661,26.27859820916343,24.69439172580654
2023-08-21,25.806526,25.006987791264713,27.112233243570188
2023-08-22,25.670038,25.14430268068986,26.38593227100777
2023-08-23,25.500914,26.173374761168677,25.398345248399842
2023-08-24,25.298014,24.004109947476547,25.055529650941697
2023-08-25,25.06738,25.453751580217602,23.56713397146043
2023-08-26,24.82365,25.166578971024993,24.919915641781618
2023-08-27,24.58308,24.464598056395925,24.65629653965618
2023-08-28,24.353754,26.300432591879858,25.975931017973178
2023-08-29,24.134796,24.00010649705068,24.374889909699228
2023-08-30,23.922232,23.185850973157777,22.354520633447187
2023-08-31,23.713087,22.331679611369537,25.06883102451887
2023-09-01,23.506353,20.27537831708755,24.161165327515864
2023-09-02,23.302523,23.988851547830926,24.06019181764212
2023-09-03,23.102825,24.653436195198633,24.98546874867112
2023-09-04,22.908642,23.328322484404673,21.717005400203437
2023-09-05,22.721085,23.239158696239542,25.441325677392985
2023-09-06,22.540842,21.80491555268862,22.12004230816754
2023-09-07,22.368147,22.57445407341148,21.95293788726021
2023-09-08,22.202871,23.092970361089705,24.627821740091314
2023-09-09,22.044607,23.394907827145406,21.208646408092513
2023-09-10,21.89278,20.41416496194587,22.77097428852035
2023-09-11,21.746706,21.82739356150898,21.15285492579341
2023-09-12,21.605652,22.0219393258123,22.63316048457625
2023-09-13,21.468874,21.879584654806674,21.354938154686817
2023-09-14,21.335648,20.119903037756114,21.237181250427227
2023-09-15,21.205267,21.817215397418327,20.855027060356573
2023-09-16,21.077063,20.5135204896971,21.247142896173614
2023-09-17,20.950403,20.022806486105143,23.153838046287483
2023-09-18,20.824682,19.952959456319206,20.414291319688964
2023-09-19,20.699327,19.543364292686338,19.640642047087514
2023-09-20,20.57378,21.97440645465929,21.08208946252346
2023-09-21,20.447475,19.23557063753299,21.078653722411023
2023-09-22,20.319847,20.612870911904103,19.914977347953293
2023-09-23,20.190308,18.566017637309244,20.80143161003523
2023-09-24,20.058277,21.29814123747032,21.889074272853502
2023-09-25,19.923182,20.125041123797846,18.544494251802355
2023-09-26,19.784468,19.01451125774023,17.153018720896483
2023-09-27,19.6416,19.61026407044219,18.111737522218416
2023-09-28,19.49409,20.556527764355227,18.139774012195083
2023-09-29,19.341457,18.913027253352624,19.39594762295026
2023-09-30,19.183262,20.67010396964963,19.24722473801739
2023-10-01,19.019085,20.16158825991864,19.50060365931825
2023-10-02,18.848536,19.04323068098589,17.863635859976515
2023-10-03,18.671259,21.071832152408785,16.880114619436135
2023-10-04,18.48696,19.101982587465457,19.74768012783323
2023-10-05,18.295431,18.019150252794546,17.194044285835556
2023-10-06,18.096603,19.030280879557882,15.979122850993685
2023-10-07,17.890596,16.28917287135641,18.02028044729569
2023-10-08,17.677816,18.118207383766816,18.684682793618602
2023-10-09,17.458967,17.232097445193347,17.3525715245342
2023-10-10,17.235018,18.646268555061884,18.670860981424518
2023-10-11,17.007128,16.792299195934422,16.986743658232577
2023-10-12,16.776497,17.496697673571234,16.126116105159106
2023-10-13,16.544207,16.594129426065958,14.09171181971016
2023-10-14,16.311083,17.835593688643815,17.024543534654168
2023-10-15,16.077557,14.970673836805945,14.974441656593207
2023-10-16,15.843556,14.267230004899933,17.531389198332324
2023-10-17,15.60843,16.442370090000473,16.032679822810014
2023-10-18,15.370947,15.220239516120998,16.894628069882994
2023-10-19,15.129373,15.717050151175531,14.341026999200515
2023-10-20,14.881586,17.16186700743414,18.627841499925587
2023-10-21,14.625279,13.638975562850426,13.364940350063781
2023-10-22,14.35821,17.383727708311508,15.6134688837256
2023-10-23,14.078474,13.480246338777732,15.838088727164063
2023-10-24,13.784882,12.684373421939162,14.37052382961862
2023-10-25,13.477364,11.168473513485925,12.987385535653672
2023-10-26,13.157374,13.54934047941921,13.754390685826056
2023-10-27,12.828106,11.887309905406381,12.955864142957934
2023-10-28,12.494342,11.690132099144769,11.016906509581261
2023-10-29,12.161903,15.408672538723206,12.92267447989401
2023-10-30,11.8368225,13.807783902200708,12.168767997684425
2023-10-31,11.524471,8.871606132810431,12.812996103399513
2023-11-01,11.228885,11.610489462332096,11.859094872255575
2023-11-02,10.952434,14.930562377320149,12.266647408995947
2023-11-03,10.695824,10.27510868514074,9.61512957081345
2023-11-04,10.4583435,9.719137538102423,9.58561245100721
2023-11-05,10.238177,10.493283352058475,10.653810341597618
2023-11-06,10.03269,7.577241510197158,12.755079137105007
2023-11-07,9.838588,11.142554642945962,8.256368363343983
2023-11-08,9.652011,10.7812104355061,9.554539101015417
2023-11-09,9.468608,9.818459387277237,11.42914632803463
2023-11-10,9.283629,10.78353573257218,7.045836559734161
2023-11-11,9.092209,8.891320643443962,9.096719619621418
2023-11-12,8.8898115,8.635260517993524,8.70175895144999
2023-11-13,8.67288,7.10923827113665,8.587875837241874
2023-11-14,8.439451,10.048549332252135,7.0460828814056615
2023-11-15,8.1895485,5.441906491254997,9.231484304918146
2023-11-16,7.925167,9.079707085433574,5.837434989225079
2023-11-17,7.649826,8.483888344534298,8.328232111856037
2023-11-18,7.367807,6.4695390241135575,6.345445569338045
2023-11-19,7.083314,5.384231420884456,7.239822535772965
2023-11-20,6.79982,8.632488693825614,8.023501905570692
2023-11-21,6.519693,6.738000639991503,6.834710685074597
2023-11-22,6.244106,3.920453349679299,4.230297752373135
2023-11-23,5.9731607,4.808690408824287,6.326506952523272
2023-11-24,5.706148,3.4847990135841775,2.672896733775419
2023-11-25,5.441849,4.267813674496423,5.159031422594706
2023-11-26,5.1788597,5.724250043337438,5.4422470317412985
2023-11-27,4.9158792,6.822335938157023,4.702786898646796
2023-11-28,4.6519713,7.9580064061398215,0.41538392022653703
2023-11-29,4.3867598,4.716163634157516,1.889124096945737
2023-11-30,4.12053,3.6795350073955,4.341375608481439
2023-12-01,3.854239,8.306231552699508,-1.9144516765715567
2023-12-02,3.5894227,3.997157042086647,4.113760664392921
2023-12-03,3.3280516,2.288225043985745,3.784435428620034
2023-12-04,3.0723362,0.46738802848589867,-0.09858323041775563
2023-12-05,2.8245559,3.080573171615109,3.88741409104699
2023-12-06,2.586906,1.7132462292961643,0.8661220417764366
2023-12-07,2.361396,-1.8642882261587852,5.922309599160426
2023-12-08,2.1498027,-1.3362790379289922,2.8487704833089964
2023-12-09,1.9536458,1.420697992288697,0.9450511411079556
2023-12-10,1.7741927,2.2718207653477513,1.5781851692121478
2023-12-11,1.6124964,3.1746590399377776,9.53509136922327
2023-12-12,1.4694906,-0.12906790678243119,3.1005075739467265
2023-12-13,1.3461189,1.7287810549796638,1.2422126183672642
2023-12-14,1.2434982,1.2737534371733437,0.6337793806981938
2023-12-15,1.163123,4.901885643251073,-0.4323745469349034
2023-12-16,1.1071192,0.19698337207719396,-0.9241296708550402
2023-12-17,1.0785743,1.2244277599035311,1.7077632887906815
2023-12-18,1.0819855,1.1931061735354413,5.033542554296741
2023-12-19,1.1238838,1.6946952134134805,-1.0743864417225502
2023-12-20,1.2136682,2.5369330028023906,0.9007941107957405
2023-12-21,1.3645343,0.23994781832923873,2.6187984172439007
2023-12-22,1.5937394,3.709810624613577,0.8501756660575978
2023-12-23,1.9189062,4.294006747098824,-3.4167849945620192
2023-12-24,2.3399065,3.314439009907934,4.744221822007481
